code;id;state;region;province;location;station;dataset;filename;frequency;longitude;latitude;elevation
ASN00068241;;;;;;ALBION PARK (WOLLONGONG AIRPOR;ghcnd;ASN00068241;01d;150.7900;-34.5638;8.0
ASN00068242;;;;;;KIAMA (BOMBO HEADLAND);ghcnd;ASN00068242;01d;150.8609;-34.6533;15.5
ASN00068243;;;;;;BURRAWANG (SPURFIELD);ghcnd;ASN00068243;01d;150.5118;-34.5776;685.0
ASN00068244;;;;;;PYREE (LE WARNETRE);ghcnd;ASN00068244;01d;150.6835;-34.9077;5.0
ASN00068245;;;;;;CALLALA TREATMENT PLANT;ghcnd;ASN00068245;01d;150.7019;-34.9528;25.0
ASN00068246;;;;;;BLACKBUTT (TAMMAR PLACE);ghcnd;ASN00068246;01d;150.8383;-34.5707;62.0
ASN00068247;;;;;;BEAUMONT (THE CEDARS);ghcnd;ASN00068247;01d;150.5620;-34.7679;250.0
ASN00068248;;;;;;FITZROY FALLS (RED HILLS);ghcnd;ASN00068248;01d;150.4333;-34.6625;719.3
ASN00068249;;;;;;TOUGA;ghcnd;ASN00068249;01d;150.0967;-34.9636;533.4
ASN00068250;;;;;;CAMDEN VALLEY GOLF RESORT;ghcnd;ASN00068250;01d;150.7675;-34.0128;106.0
ASN00068251;;;;;;CALLALA BAY (DONOVAN CLOSE);ghcnd;ASN00068251;01d;150.7239;-34.9914;10.0
ASN00068252;;;;;;KIAMA (BRIGHTON ST);ghcnd;ASN00068252;01d;150.8497;-34.6708;62.0
ASN00068254;;;;;;MOUNT ANNAN BOTANIC GARDEN;ghcnd;ASN00068254;01d;150.7678;-34.0673;134.0
ASN00068255;;;;;;BOWRAL (ORCHARD ST);ghcnd;ASN00068255;01d;150.4014;-34.4875;720.0
ASN00068257;;;;;;CAMPBELLTOWN (MOUNT ANNAN);ghcnd;ASN00068257;01d;150.7735;-34.0615;112.0
ASN00069000;;;;;;ARALUEN POST OFFICE;ghcnd;ASN00069000;01d;149.8167;-35.6500;160.0
ASN00069001;;;;;;BATEMANS BAY POST OFFICE;ghcnd;ASN00069001;01d;150.1769;-35.7086;3.0
ASN00069002;;;;;;BEGA (NEWTOWN ROAD);ghcnd;ASN00069002;01d;149.8380;-36.6884;50.0
ASN00069003;;;;;;BEMBOKA POST OFFICE;ghcnd;ASN00069003;01d;149.5705;-36.6278;215.0
ASN00069004;;;;;;BENANDRA STATE FOREST;ghcnd;ASN00069004;01d;150.2000;-35.6000;-999.9
ASN00069005;;;;;;BERMAGUI SOUTH (YOUNG STREET);ghcnd;ASN00069005;01d;150.0787;-36.4269;15.0
ASN00069006;;;;;;BETTOWYND (CONDRY);ghcnd;ASN00069006;01d;149.7896;-35.7011;165.0
ASN00069007;;;;;;BODALLA STATE FOREST;ghcnd;ASN00069007;01d;150.1000;-36.1500;12.2
ASN00069008;;;;;;YATTEYATTAH (POINTER ROAD);ghcnd;ASN00069008;01d;150.4081;-35.2668;78.0
ASN00069009;;;;;;BOYD EAST STATE FOREST;ghcnd;ASN00069009;01d;149.9000;-37.1000;-999.9
ASN00069010;;;;;;BRAIDWOOD (WALLACE STREET);ghcnd;ASN00069010;01d;149.7990;-35.4489;643.0
ASN00069011;;;;;;WYNDHAM (NYUMBANI);ghcnd;ASN00069011;01d;149.6695;-36.9463;260.0
ASN00069012;;;;;;BURRAGATE POST OFFICE;ghcnd;ASN00069012;01d;149.6167;-37.0167;160.0
ASN00069013;;;;;;CANDELO POST OFFICE;ghcnd;ASN00069013;01d;149.6951;-36.7677;109.0
ASN00069014;;;;;;COBARGO POST OFFICE;ghcnd;ASN00069014;01d;149.8882;-36.3881;85.0
ASN00069015;;;;;;EDEN (CARAVAN PARK);ghcnd;ASN00069015;01d;149.9053;-37.0557;9.0
ASN00069016;;;;;;MILTON POST OFFICE;ghcnd;ASN00069016;01d;150.4357;-35.3156;76.0
ASN00069017;;;;;;MONTAGUE ISLAND LIGHTHOUSE;ghcnd;ASN00069017;01d;150.2275;-36.2519;52.0
ASN00069018;;;;;;MORUYA HEADS PILOT STATION;ghcnd;ASN00069018;01d;150.1532;-35.9093;17.0
ASN00069019;;;;;;CATHCART (MOUNT DARRAGH);ghcnd;ASN00069019;01d;149.5257;-36.8402;872.0
ASN00069020;;;;;;MURRAMURRANG;ghcnd;ASN00069020;01d;150.4000;-35.5000;-999.9
ASN00069021;;;;;;NALBAUGH STATE FOREST;ghcnd;ASN00069021;01d;149.3500;-37.0667;675.0
ASN00069022;;;;;;NAROOMA RVCP;ghcnd;ASN00069022;01d;150.1358;-36.2144;25.0
ASN00069023;;;;;;NELLIGEN  (THULE ROAD);ghcnd;ASN00069023;01d;150.1454;-35.6488;5.0
ASN00069024;;;;;;PAMBULA POST OFFICE;ghcnd;ASN00069024;01d;149.8749;-36.9299;10.0
ASN00069026;;;;;;ROCKY HALL POST OFFICE;ghcnd;ASN00069026;01d;149.5000;-36.9333;205.0
ASN00069027;;;;;;TATHRA POST OFFICE;ghcnd;ASN00069027;01d;149.9856;-36.7297;42.0
ASN00069028;;;;;;TILBA TILBA;ghcnd;ASN00069028;01d;150.0000;-36.3000;15.2
ASN00069029;;;;;;EDEN (TIMBILLICA);ghcnd;ASN00069029;01d;149.6984;-37.3623;35.0
ASN00069030;;;;;;TOOTHDALE;ghcnd;ASN00069030;01d;149.8000;-36.8000;-999.9
ASN00069031;;;;;;ULLADULLA;ghcnd;ASN00069031;01d;150.4833;-35.3667;9.1
ASN00069032;;;;;;WAPENGO LAKE ROAD;ghcnd;ASN00069032;01d;150.0191;-36.6045;15.0
ASN00069033;;;;;;MORUYA (BURRA CREEK);ghcnd;ASN00069033;01d;149.9611;-35.9017;20.0
ASN00069034;;;;;;TILBA TILBA 2;ghcnd;ASN00069034;01d;150.0667;-36.3667;-999.9
ASN00069035;;;;;;BETTOWYND (NOBBYS HILL);ghcnd;ASN00069035;01d;149.8150;-35.7564;240.0
ASN00069036;;;;;;BODALLA POST OFFICE;ghcnd;ASN00069036;01d;150.0508;-36.0876;42.0
ASN00069037;;;;;;BELOWRA STATION;ghcnd;ASN00069037;01d;149.7106;-36.2010;113.0
ASN00069038;;;;;;MORUYA BOWLING CLUB;ghcnd;ASN00069038;01d;150.0667;-35.9167;6.1
ASN00069039;;;;;;TILBA TILBA (MOUNTAIN VALLEY);ghcnd;ASN00069039;01d;150.0625;-36.3375;25.0
ASN00069040;;;;;;KIOLOA OLD POST OFFICE;ghcnd;ASN00069040;01d;150.3747;-35.5461;30.0
ASN00069041;;;;;;CHARLEYONG;ghcnd;ASN00069041;01d;149.9158;-35.2514;570.0
ASN00069042;;;;;;MORUYA (THE LAGOON);ghcnd;ASN00069042;01d;149.9416;-35.7661;70.0
ASN00069043;;;;;;MORUYA (DEUA RIVER FARM);ghcnd;ASN00069043;01d;149.9833;-35.8333;76.2
ASN00069044;;;;;;CADGEE (WATTLEGROVE);ghcnd;ASN00069044;01d;149.9000;-36.2000;-999.9
ASN00069045;;;;;;COUNTEGANY;ghcnd;ASN00069045;01d;149.4500;-36.2000;914.4
ASN00069046;;;;;;MONGARLOWE;ghcnd;ASN00069046;01d;149.9333;-35.4333;-999.9
ASN00069047;;;;;;NIMMITABEL (KYBEYAN (DOOLONDON;ghcnd;ASN00069047;01d;149.4904;-36.3631;1020.0
ASN00069048;;;;;;UPPER DEUA (WARAWITCHA);ghcnd;ASN00069048;01d;149.8252;-35.7581;120.0
ASN00069049;;;;;;NERRIGA COMPOSITE;ghcnd;ASN00069049;01d;150.0847;-35.1165;630.0
ASN00069050;;;;;;COBARGO (WANDELLA);ghcnd;ASN00069050;01d;149.8430;-36.2967;135.0
ASN00069051;;;;;;UPPER BROGO (UPPER BROGO RD);ghcnd;ASN00069051;01d;149.7730;-36.4688;150.0
ASN00069052;;;;;;BATEMANS BAY - BUCKENBOWRA;ghcnd;ASN00069052;01d;150.0508;-35.7343;30.0
ASN00069053;;;;;;BURREWARRA NORTH;ghcnd;ASN00069053;01d;150.2167;-35.8167;-999.9
ASN00069054;;;;;;TUROSS;ghcnd;ASN00069054;01d;149.5100;-36.2967;970.0
ASN00069055;;;;;;GREEN CAPE LIGHTHOUSE;ghcnd;ASN00069055;01d;150.0497;-37.2614;20.0
ASN00069056;;;;;;JUMPING CREEK;ghcnd;ASN00069056;01d;149.4667;-36.5167;1112.5
ASN00069057;;;;;;TOWAMBA LOWER;ghcnd;ASN00069057;01d;149.7333;-37.1167;76.2
ASN00069058;;;;;;NARRABARBA;ghcnd;ASN00069058;01d;149.8167;-37.2500;-999.9
ASN00069059;;;;;;NERRIGUNDAH;ghcnd;ASN00069059;01d;149.9000;-36.1167;-999.9
ASN00069060;;;;;;BOMBALA (NUNGATTA);ghcnd;ASN00069060;01d;149.4000;-37.2333;340.0
ASN00069061;;;;;;ROCKTON (KAPUNDA);ghcnd;ASN00069061;01d;149.3167;-37.1500;427.0
ASN00069062;;;;;;SNOWBALL;ghcnd;ASN00069062;01d;149.5876;-35.9446;870.0
ASN00069063;;;;;;WADBILLIGA;ghcnd;ASN00069063;01d;149.6433;-36.2597;250.0
ASN00069064;;;;;;WEE-BAH;ghcnd;ASN00069064;01d;149.9000;-36.4667;137.2
ASN00069065;;;;;;BROGO (HAWKS HEAD ROAD);ghcnd;ASN00069065;01d;149.7511;-36.5676;265.0
ASN00069066;;;;;;WYNDHAM POST OFFICE;ghcnd;ASN00069066;01d;149.6460;-36.9296;300.0
ASN00069067;;;;;;TUROSS HEAD (NELSON PDE);ghcnd;ASN00069067;01d;150.1260;-36.0643;20.0
ASN00069068;;;;;;WAPENGO (HUNTERS RD);ghcnd;ASN00069068;01d;149.9984;-36.6036;20.0
ASN00069069;;;;;;CANDELO (KANOONA (TILLSIDE));ghcnd;ASN00069069;01d;149.7710;-36.7624;115.0
ASN00069070;;;;;;BROADWATER FORESTRY;ghcnd;ASN00069070;01d;149.9500;-37.0000;-999.9
ASN00069071;;;;;;BRAIDWOOD 1;ghcnd;ASN00069071;01d;149.8167;-35.4667;-999.9
ASN00069072;;;;;;CRAGIE;ghcnd;ASN00069072;01d;149.1167;-37.1333;-999.9
ASN00069073;;;;;;TOWAMBA ( LOG FARM RD);ghcnd;ASN00069073;01d;149.6985;-37.0861;44.0
ASN00069074;;;;;;NOOPOOR;ghcnd;ASN00069074;01d;149.4167;-37.1000;-999.9
ASN00069075;;;;;;YOWRIE;ghcnd;ASN00069075;01d;149.7333;-36.3167;210.0
ASN00069076;;;;;;DIGNAMS CREEK;ghcnd;ASN00069076;01d;150.0000;-36.3000;-999.9
ASN00069077;;;;;;KINGSWOOD;ghcnd;ASN00069077;01d;149.7000;-36.7000;-999.9
ASN00069078;;;;;;NETHERCOTE;ghcnd;ASN00069078;01d;149.7333;-37.0500;-999.9
ASN00069079;;;;;;NUMBUGGA;ghcnd;ASN00069079;01d;149.7500;-36.6333;-999.9
ASN00069080;;;;;;TOWAMBA (PERICOE);ghcnd;ASN00069080;01d;149.5833;-37.1000;304.8
ASN00069081;;;;;;SASSAFRAS;ghcnd;ASN00069081;01d;150.2667;-35.1500;-999.9
ASN00069082;;;;;;VERONA;ghcnd;ASN00069082;01d;149.8000;-36.5000;-999.9
ASN00069083;;;;;;WOLUMLA;ghcnd;ASN00069083;01d;149.8667;-36.8000;-999.9
ASN00069084;;;;;;YAMBULLA;ghcnd;ASN00069084;01d;149.5167;-37.2500;-999.9
ASN00069086;;;;;;TANJA;ghcnd;ASN00069086;01d;150.0167;-36.6167;-999.9
ASN00069087;;;;;;COBARGO (COOLAGOLITE (LYREBIRD;ghcnd;ASN00069087;01d;149.9796;-36.4258;25.0
ASN00069088;;;;;;COUNTEGANY (GAERLOCH);ghcnd;ASN00069088;01d;149.4735;-36.1935;982.0
ASN00069089;;;;;;TATHRA (PANORAMA DRIVE);ghcnd;ASN00069089;01d;149.9736;-36.7227;10.0
ASN00069090;;;;;;NADGEE FAUNA RESERVE;ghcnd;ASN00069090;01d;149.9250;-37.3068;42.0
ASN00069091;;;;;;EDEN (DIRIDGEE);ghcnd;ASN00069091;01d;149.9167;-37.2333;12.2
ASN00069092;;;;;;NELLIGEN CLYDE ROAD;ghcnd;ASN00069092;01d;150.1167;-35.6500;18.3
ASN00069093;;;;;;MERIMBULA AIRPORT COMPARISON;ghcnd;ASN00069093;01d;149.9017;-36.9106;2.0
ASN00069096;;;;;;EDEN (CHIP MILL);ghcnd;ASN00069096;01d;149.9333;-37.1000;30.0
ASN00069098;;;;;;TOMAKIN (BEVIAN PARK);ghcnd;ASN00069098;01d;150.2167;-35.8167;15.2
ASN00069099;;;;;;NERRIGA (SWELLMANS LODGE);ghcnd;ASN00069099;01d;150.0656;-35.0903;573.0
ASN00069100;;;;;;WYNDHAM (DOVEWOOD);ghcnd;ASN00069100;01d;149.6500;-36.9000;315.0
ASN00069102;;;;;;NORTH ARALUEN;ghcnd;ASN00069102;01d;149.8000;-35.6333;168.0
ASN00069103;;;;;;BODALLA (TYRONE);ghcnd;ASN00069103;01d;149.9833;-36.1333;91.4
ASN00069104;;;;;;BROGO (STOCKRIDGE);ghcnd;ASN00069104;01d;149.7333;-36.5167;183.0
ASN00069105;;;;;;ARALUEN (MERRICUMBENE);ghcnd;ASN00069105;01d;149.8667;-35.7333;45.0
ASN00069106;;;;;;WOODBURN STATE FOREST;ghcnd;ASN00069106;01d;150.4333;-35.4000;15.0
ASN00069107;;;;;;KAMERUKA (KAMERUKA ESTATE);ghcnd;ASN00069107;01d;149.7102;-36.7385;125.0
ASN00069108;;;;;;BOMBALA (MOUNTAIN TOP);ghcnd;ASN00069108;01d;149.2957;-37.0688;763.0
ASN00069109;;;;;;BOYD EAST (EDROM);ghcnd;ASN00069109;01d;149.8000;-37.1000;-999.9
ASN00069110;;;;;;TOWAMBA  (ROSEBANK);ghcnd;ASN00069110;01d;149.6266;-37.0929;244.0
ASN00069111;;;;;;QUAAMA (MERRYDALE);ghcnd;ASN00069111;01d;149.8811;-36.4699;160.0
ASN00069112;;;;;;VERONA (SHILOH);ghcnd;ASN00069112;01d;149.8224;-36.4645;223.0
ASN00069113;;;;;;BROOMAN (GEJU);ghcnd;ASN00069113;01d;150.2500;-35.4667;61.0
ASN00069114;;;;;;BROGO (BLANCHARDS ROAD);ghcnd;ASN00069114;01d;149.8229;-36.5404;61.0
ASN00069115;;;;;;GUNDILLION (WYANBENE);ghcnd;ASN00069115;01d;149.6667;-35.7833;808.0
ASN00069118;;;;;;BALLALABA (BOURKES HILL);ghcnd;ASN00069118;01d;149.6414;-35.5563;667.0
ASN00069119;;;;;;BRAIDWOOD (BOMBAY);ghcnd;ASN00069119;01d;149.6636;-35.4463;708.0
ASN00069121;;;;;;BROOMAN (CARISBROOK);ghcnd;ASN00069121;01d;150.2857;-35.4411;120.0
ASN00069124;;;;;;BAWLEY POINT;ghcnd;ASN00069124;01d;150.3833;-35.5167;10.0
ASN00069125;;;;;;BRAIDWOOD (BEDERVALE);ghcnd;ASN00069125;01d;149.8167;-35.4667;690.0
ASN00069126;;;;;;KIOLOA (LONDON FOUNDATION);ghcnd;ASN00069126;01d;150.3767;-35.5467;15.0
ASN00069127;;;;;;ARALUEN LOWER (ARALUEN RD);ghcnd;ASN00069127;01d;149.8386;-35.6864;145.0
ASN00069131;;;;;;DALMENY (MUMMUGA WAY);ghcnd;ASN00069131;01d;150.1250;-36.1675;35.0
ASN00069132;;;;;;BRAIDWOOD RACECOURSE AWS;ghcnd;ASN00069132;01d;149.7835;-35.4253;665.2
ASN00069133;;;;;;BEMBOKA (THE KNOB);ghcnd;ASN00069133;01d;149.5139;-36.6631;400.0
ASN00069134;;;;;;BATEMANS BAY (CATALINA COUNTRY;ghcnd;ASN00069134;01d;150.1872;-35.7234;11.0
ASN00069137;;;;;;GREEN CAPE AWS;ghcnd;ASN00069137;01d;150.0504;-37.2622;19.4
ASN00069138;;;;;;ULLADULLA AWS;ghcnd;ASN00069138;01d;150.4827;-35.3635;35.7
ASN00069139;;;;;;BEGA AWS;ghcnd;ASN00069139;01d;149.8191;-36.6722;41.0
ASN00069140;;;;;;BROGO DAM;ghcnd;ASN00069140;01d;149.7434;-36.4948;115.0
ASN00069141;;;;;;CURROWAN (WILD PIG RD);ghcnd;ASN00069141;01d;150.1804;-35.5721;35.0
ASN00069142;;;;;;MORUYA (KIORA);ghcnd;ASN00069142;01d;150.0362;-35.9240;20.0
ASN00069145;;;;;;MORUYA (PLUMWOOD);ghcnd;ASN00069145;01d;149.8611;-35.9775;930.0
ASN00069146;;;;;;KANOONA   (BRINDABELLA);ghcnd;ASN00069146;01d;149.7696;-36.7535;110.0
ASN00069147;;;;;;MERIMBULA AIRPORT AWS;ghcnd;ASN00069147;01d;149.8989;-36.9077;1.5
ASN00069148;;;;;;MORUYA AIRPORT AWS;ghcnd;ASN00069148;01d;150.1437;-35.9004;4.0
ASN00069149;;;;;;CENTRAL TILBA (BRAESIDE);ghcnd;ASN00069149;01d;150.0701;-36.2958;85.0
ASN00069150;;;;;;BRAIDWOOD (MONGARLOWE (LEWESTO;ghcnd;ASN00069150;01d;150.0032;-35.3785;670.0
ASN00069151;;;;;;TURA BEACH (JAMES COOK COURT);ghcnd;ASN00069151;01d;149.9344;-36.8531;55.0
ASN00069152;;;;;;CATHCART (MOUNT DARRAGH TM);ghcnd;ASN00069152;01d;149.5197;-36.8425;880.0
ASN00070000;;;;;;AINSLIE TYSON ST;ghcnd;ASN00070000;01d;149.1424;-35.2583;585.0
ASN00070001;;;;;;MARULAN (ARTHURSLEIGH);ghcnd;ASN00070001;01d;150.0500;-34.5667;600.0
ASN00070002;;;;;;BANNABY (HILLASMOUNT);ghcnd;ASN00070002;01d;149.9958;-34.4315;710.0
ASN00070003;;;;;;BANNISTER STATION;ghcnd;ASN00070003;01d;149.5000;-34.6000;810.8
ASN00070004;;;;;;BOBUNDARA;ghcnd;ASN00070004;01d;148.9000;-36.5000;762.0
ASN00070005;;;;;;BOMBALA (THERRY STREET);ghcnd;ASN00070005;01d;149.2379;-36.9113;705.0
ASN00070006;;;;;;BOX GULLY;ghcnd;ASN00070006;01d;150.2500;-34.6500;664.5
ASN00070007;;;;;;BREADALBANE (SWEETWOOD LEA);ghcnd;ASN00070007;01d;149.4667;-34.7667;671.0
ASN00070008;;;;;;TOMBONG (SNOWY RIVER @ BURNT H;ghcnd;ASN00070008;01d;148.9314;-36.8414;-999.9
ASN00070009;;;;;;BUKALONG STATION;ghcnd;ASN00070009;01d;149.1972;-36.7969;785.0
ASN00070010;;;;;;BUNGARBY (MERAMBEGO);ghcnd;ASN00070010;01d;149.0000;-36.7333;781.0
ASN00070011;;;;;;BUNGENDORE POST OFFICE;ghcnd;ASN00070011;01d;149.4446;-35.2549;698.0
ASN00070012;;;;;;BUNGONIA (INVERARY PARK);ghcnd;ASN00070012;01d;149.9709;-34.8996;650.0
ASN00070013;;;;;;BOMBALA (CAMBALONG);ghcnd;ASN00070013;01d;149.1107;-36.8878;665.0
ASN00070014;;;;;;CANBERRA AIRPORT COMPARISON;ghcnd;ASN00070014;01d;149.2014;-35.3049;578.4
ASN00070015;;;;;;CANBERRA FORESTRY;ghcnd;ASN00070015;01d;149.1000;-35.3000;581.0
ASN00070016;;;;;;CAPTAINS FLAT (FOXLOW ST);ghcnd;ASN00070016;01d;149.4478;-35.5889;850.0
ASN00070017;;;;;;COOMA (CARLAMINDA);ghcnd;ASN00070017;01d;149.3000;-36.2667;800.0
ASN00070018;;;;;;ROWES (LITTLE PLAINS RIVER @ W;ghcnd;ASN00070018;01d;149.0925;-36.9969;-999.9
ASN00070019;;;;;;CAVAN;ghcnd;ASN00070019;01d;148.8667;-35.0167;457.2
ASN00070020;;;;;;CHATSBURY (MARYLAND);ghcnd;ASN00070020;01d;149.8331;-34.5558;860.0
ASN00070021;;;;;;COLLECTOR (BROOKDALE);ghcnd;ASN00070021;01d;149.4333;-34.9118;700.0
ASN00070022;;;;;;CONDORE FARM;ghcnd;ASN00070022;01d;148.8000;-35.3000;-999.9
ASN00070023;;;;;;COOMA LAMBIE STREET;ghcnd;ASN00070023;01d;149.1167;-36.2333;812.0
ASN00070024;;;;;;COTTER RIVER;ghcnd;ASN00070024;01d;148.9000;-35.3000;451.1
ASN00070025;;;;;;CROOKWELL POST OFFICE;ghcnd;ASN00070025;01d;149.4693;-34.4578;887.0
ASN00070026;;;;;;DELEGATE POST OFFICE;ghcnd;ASN00070026;01d;148.9425;-37.0434;759.0
ASN00070027;;;;;;DELEGATE (WEEWALLA);ghcnd;ASN00070027;01d;148.9930;-37.0488;750.0
ASN00070028;;;;;;YASS (DERRINGULLEN);ghcnd;ASN00070028;01d;148.8897;-34.7420;595.0
ASN00070029;;;;;;DICKSON;ghcnd;ASN00070029;01d;149.1000;-35.2500;-999.9
ASN00070030;;;;;;BUNGENDORE (DOUGLAS);ghcnd;ASN00070030;01d;149.4000;-35.1833;685.8
ASN00070031;;;;;;CHAKOLA (UMERALLA);ghcnd;ASN00070031;01d;149.1333;-36.0667;710.0
ASN00070032;;;;;;FAIRLIGHT STATION;ghcnd;ASN00070032;01d;148.9139;-35.2274;610.0
ASN00070033;;;;;;FOREST LODGE;ghcnd;ASN00070033;01d;149.7000;-34.6000;762.0
ASN00070034;;;;;;FROGMORE;ghcnd;ASN00070034;01d;148.8400;-34.2739;500.0
ASN00070035;;;;;;BUNGENDORE (GIDLEIGH);ghcnd;ASN00070035;01d;149.4726;-35.3081;725.0
ASN00070036;;;;;;LAKE BATHURST (SOMERTON);ghcnd;ASN00070036;01d;149.6508;-35.0138;668.0
ASN00070037;;;;;;GOULBURN;ghcnd;ASN00070037;01d;149.8667;-34.7500;702.0
ASN00070038;;;;;;GOULBURN 2;ghcnd;ASN00070038;01d;149.7000;-34.7000;-999.9
ASN00070039;;;;;;TOWRANG GREENWICH PARK;ghcnd;ASN00070039;01d;149.9333;-34.6000;732.0
ASN00070040;;;;;;GOULBURN (CHERRYTON);ghcnd;ASN00070040;01d;149.5534;-34.6864;725.0
ASN00070042;;;;;;GUNDAROO (BAIRNSDALE);ghcnd;ASN00070042;01d;149.2667;-35.0333;563.9
ASN00070043;;;;;;GUNNING RURAL SUPPLIES;ghcnd;ASN00070043;01d;149.2681;-34.7823;578.0
ASN00070044;;;;;;COOMA (GURRABEAL);ghcnd;ASN00070044;01d;149.0833;-36.0500;870.0
ASN00070045;;;;;;HALL (LOCHLEIGH);ghcnd;ASN00070045;01d;149.0570;-35.1548;634.0
ASN00070046;;;;;;HANWORTH TELEGRAPH OFFICE;ghcnd;ASN00070046;01d;150.0667;-34.4000;-999.9
ASN00070047;;;;;;NARRAWA (HOLLYWOOD);ghcnd;ASN00070047;01d;149.1244;-34.4017;560.0
ASN00070048;;;;;;HOSKINTOWN RADIO OBSERVATORY;ghcnd;ASN00070048;01d;149.4251;-35.3705;740.0
ASN00070049;;;;;;JEIR;ghcnd;ASN00070049;01d;149.0000;-35.1000;548.6
ASN00070050;;;;;;JIMENBUEN;ghcnd;ASN00070050;01d;148.9000;-36.7000;-999.9
ASN00070051;;;;;;KAIN (CLAIRMONT);ghcnd;ASN00070051;01d;149.5667;-35.7333;670.6
ASN00070052;;;;;;KADOONA;ghcnd;ASN00070052;01d;149.6333;-35.8000;701.0
ASN00070053;;;;;;KEEWONG 2;ghcnd;ASN00070053;01d;149.2000;-35.6000;-999.9
ASN00070054;;;;;;COOMA (KIAORA);ghcnd;ASN00070054;01d;149.0602;-36.2009;870.0
ASN00070055;;;;;;GOULBURN (KIPPILAW);ghcnd;ASN00070055;01d;149.5951;-34.7503;647.0
ASN00070056;;;;;;KOWEN FOREST;ghcnd;ASN00070056;01d;149.2817;-35.2978;765.0
ASN00070057;;;;;;BRAIDWOOD (KRAWARREE);ghcnd;ASN00070057;01d;149.6331;-35.8238;730.0
ASN00070058;;;;;;KURINGAI;ghcnd;ASN00070058;01d;149.1500;-36.8000;-999.9
ASN00070059;;;;;;BELCONNEN (WEETANGERRA);ghcnd;ASN00070059;01d;148.9942;-35.2439;625.0
ASN00070060;;;;;;LOWER BORO (CALDERWOOD);ghcnd;ASN00070060;01d;149.7725;-35.1559;610.0
ASN00070061;;;;;;MAJORS CREEK (THE OLD SCHOOL);ghcnd;ASN00070061;01d;149.7406;-35.5646;670.0
ASN00070062;;;;;;MAJURA 2;ghcnd;ASN00070062;01d;149.2000;-35.3000;-999.9
ASN00070063;;;;;;MARULAN (GEORGE ST);ghcnd;ASN00070063;01d;150.0031;-34.7139;645.0
ASN00070064;;;;;;MICHELAGO (SOGLIO);ghcnd;ASN00070064;01d;149.1601;-35.6797;758.0
ASN00070065;;;;;;MICHELAGO RAILWAY;ghcnd;ASN00070065;01d;149.1667;-35.7167;-999.9
ASN00070066;;;;;;QUEANBEYAN (MOUNT CAMPBELL);ghcnd;ASN00070066;01d;149.2000;-35.4500;792.0
ASN00070067;;;;;;NIMMITABEL WASTEWATER TREATMEN;ghcnd;ASN00070067;01d;149.2794;-36.5112;1075.0
ASN00070069;;;;;;CROOKWELL  (GUNDOWRINGA);ghcnd;ASN00070069;01d;149.5740;-34.5438;838.0
ASN00070070;;;;;;PIERCES CREEK FORESTRY;ghcnd;ASN00070070;01d;148.9242;-35.3322;585.0
ASN00070071;;;;;;GOULBURN (POMEROY);ghcnd;ASN00070071;01d;149.5024;-34.6514;685.0
ASN00070072;;;;;;QUEANBEYAN BOWLING CLUB;ghcnd;ASN00070072;01d;149.2292;-35.3552;580.0
ASN00070073;;;;;;CHAKOLA (RIVERSDALE);ghcnd;ASN00070073;01d;149.1323;-36.0329;716.0
ASN00070074;;;;;;DARBYS FALLS (RIVERSLEA);ghcnd;ASN00070074;01d;148.8833;-33.9667;351.0
ASN00070075;;;;;;ROTHLYN;ghcnd;ASN00070075;01d;149.1833;-36.0667;749.8
ASN00070076;;;;;;RYE PARK;ghcnd;ASN00070076;01d;148.9000;-34.6667;-999.9
ASN00070077;;;;;;GOULBURN (SPRINGFIELD);ghcnd;ASN00070077;01d;149.6700;-34.9031;665.0
ASN00070078;;;;;;SPRING PONDS;ghcnd;ASN00070078;01d;150.0000;-34.8500;-999.9
ASN00070079;;;;;;TARAGO (KILDARE);ghcnd;ASN00070079;01d;149.6000;-35.1167;737.0
ASN00070080;;;;;;TARALGA POST OFFICE;ghcnd;ASN00070080;01d;149.8197;-34.4048;845.0
ASN00070081;;;;;;TARLO (BLYTHBURN);ghcnd;ASN00070081;01d;149.8000;-34.6000;731.0
ASN00070082;;;;;;TAYLORS FLAT (DAVISLEA);ghcnd;ASN00070082;01d;149.0232;-34.2745;470.0
ASN00070083;;;;;;THARWA GENERAL STORE;ghcnd;ASN00070083;01d;149.0667;-35.5090;595.0
ASN00070084;;;;;;TOMBONG (HILLCREST);ghcnd;ASN00070084;01d;148.9393;-36.9325;800.0
ASN00070085;;;;;;URIARRA FOREST;ghcnd;ASN00070085;01d;148.9222;-35.2994;630.0
ASN00070086;;;;;;TARAGO (WILLEROO);ghcnd;ASN00070086;01d;149.5167;-35.0333;-999.9
ASN00070087;;;;;;WILLOMERE;ghcnd;ASN00070087;01d;148.9000;-34.4000;-999.9
ASN00070088;;;;;;YARRA (ROWE'S LAGOON);ghcnd;ASN00070088;01d;149.5201;-34.8948;755.0
ASN00070090;;;;;;BELCONNEN (HOLT (PINE RIDGE));ghcnd;ASN00070090;01d;148.9958;-35.2389;605.0
ASN00070091;;;;;;YASS (LINTON HOSTEL);ghcnd;ASN00070091;01d;148.9113;-34.8313;520.0
ASN00070092;;;;;;COTTER HOUSE;ghcnd;ASN00070092;01d;148.8000;-35.6500;-999.9
ASN00070093;;;;;;HUNTLY;ghcnd;ASN00070093;01d;148.9783;-35.2804;580.0
